Centroide-Centroide;Paquetá;Freguesia (Ilha);Bancários;Galeão;Tauá;Portuguesa;Moneró;Vigário Geral;Cocotá;Jardim América;Jardim Carioca;Pavuna;Cordovil;Jardim Guanabara;Parada de Lucas;Parque Colúmbia;Praia da Bandeira;Penha Circular;Cacuia;Irajá;Anchieta;Acari;Pitangueiras;Costa Barros;Brás de Pina;Penha;Zumbi;Ribeira;Coelho Neto;Guadalupe;Parque Anchieta;Barros Filho;Vista Alegre;Ricardo de Albuquerque;Colégio;Honório Gurgel;Olaria;Vila da Penha;Maré;Vila Militar;Cidade Universitária;Rocha Miranda;Ramos;Realengo;Vila Kosmos;Marechal Hermes;Vicente de Carvalho;Paciência;Engenho da Rainha;Complexo do Alemão;Vaz Lobo;Padre Miguel;Bento Ribeiro;Turiaçú;Bonsucesso;Inhaúma;Tomás Coelho;Santíssimo;Madureira;Osvaldo Cruz;Santa Cruz;Magalhães Bastos;Senador Camará;Cavalcanti;Campo dos Afonsos;Higienópolis;Manguinhos;Engenheiro Leal;Pilares;Del Castilho;Piedade;Cascadura;Vila Valqueire;Maria da Graça;Quintino Bocaiúva;Jardim Sulacap;Campinho;Abolição;Senador Vasconcelos;Cosmos;Jacarezinho;Cachambi;Praça Seca;Benfica;Engenho de Dentro;São Cristóvão;Vasco da Gama;Inhoaíba;Todos os Santos;Jacaré;Encantado;Rocha;Méier;Gamboa;Santo Cristo;Centro;Sampaio;Riachuelo;Saúde;São Francisco Xavier;Engenho Novo;Mangueira;Tanque;Taquara;Água Santa;Lins de Vasconcelos;Freguesia (Jacarepaguá);Cidade Nova;Praça da Bandeira;Vila Isabel;Maracanã;Glória;Rio Comprido;Santa Teresa;Estácio;Tijuca;Catumbi;Grajaú;Pechincha;Andaraí;Catete;Flamengo;Laranjeiras;Guaratiba;Vargem Grande;Alto da Boa Vista;Cosme Velho;Curicica;Botafogo;Urca;Cidade de Deus;Sepetiba;Anil;Jacarepaguá;Camorim;Humaitá;Gardênia Azul;Jardim Botânico;Vargem Pequena;Copacabana;Leme;Lagoa;Itanhangá;Gávea;Barra da Tijuca;Leblon;c(-43.2031639, -22.9841183);São Conrado;Rocinha;Pedra de Guaratiba;Recreio dos Bandeirantes;Vidigal;Joá;Barra de Guaratiba;Grumari;Caju;Deodoro;Lapa;Campo Grande;Bangu;Gericinó;Jabour;Vila Kennedy;Ilha de Guaratiba
Vaz Lobo;37544;27402;24860;23986;24064;21949;23616;8800;25093;9819;23274;7129;7088;22746;9208;7159;25372;7125;24923;2898;12265;6137;25004;8374;5943;6402;25472;26600;8699;8353;14199;7223;4201;12275;3195;5996;7982;3578;12705;12226;14621;3178;9712;15126;3264;8401;2444;38762;5142;8140;0;17975;6664;2920;11037;7022;3760;26700;6400;6000;44022;14238;22227;5017;12910;9279;11942;5055;5586;7630;7360;6144;8987;9054;7551;14857;5346;7406;29251;38911;10503;9422;7831;11597;9346;14453;15213;38163;8742;11003;8443;12630;10243;19020;17629;20437;11830;12585;19022;13600;11532;13595;8441;12114;15587;12429;15247;18124;18340;14121;15458;26997;20098;21050;18820;15615;19698;16127;10846;14816;23035;27172;22442;41387;29340;24844;23836;14122;24416;27350;13206;51722;15420;13109;19324;25184;15726;26124;24166;27081;27506;24724;22596;27630;19676;27512;28396;30969;31172;45186;27267;30646;34339;40031;34844;17614;9628;20674;33063;20501;20796;21198;22067;38502
Padre Miguel;49480;39338;36795;35921;35999;33884;35551;20522;37028;19015;35210;15420;19798;34681;18402;16723;37308;21251;36858;16415;12054;15701;36939;13828;20700;22496;37408;38535;13023;13228;12181;12095;17544;10256;15928;13321;24076;18816;25185;6155;27101;15402;26907;2141;19330;12763;18510;24990;21208;23147;15744;0;11620;15605;23517;23089;19827;10522;16497;12339;25072;4258;6831;16305;10436;22358;24422;14938;18366;20353;16641;13838;9276;21778;14873;10037;12985;16687;10626;20444;23226;20137;12473;24320;18627;26655;27693;18002;19286;22751;17724;23367;20596;31500;30109;32917;22248;23003;31502;25802;21885;25797;13642;12155;19418;21183;16746;30604;30820;24881;26293;39477;32577;33530;31300;26375;32178;25649;14677;25576;35515;39652;34922;21886;28591;35604;36316;14614;36896;39830;15594;37950;19251;13410;18575;37663;18026;38604;23417;39561;39986;37204;26427;40109;22164;39992;40876;35056;36255;30660;26219;38048;33230;38982;33796;30093;9301;33154;19291;6729;7024;5802;8295;29911
Bento Ribeiro;41586;31443;28901;28027;28105;25990;27657;14239;29134;12732;27316;9137;13514;26787;12118;10440;29413;14246;28964;7554;8633;9418;29045;7545;14417;13522;29514;30641;6740;6944;7944;5812;9215;6020;6345;5597;15102;10698;16746;6194;18662;5070;16191;10043;10384;2478;9564;32730;10684;14708;7306;12892;0;4828;15078;13007;10880;20668;3638;1494;37990;7017;17144;7867;6788;13919;15984;6500;9927;11915;8202;5400;3148;13339;6434;9774;4546;8249;23219;32879;14788;11698;5648;15882;10188;18216;19254;32131;10847;14312;9285;14928;12157;23061;21670;24479;13809;14565;23064;17364;13446;17358;6742;10414;13888;12745;11216;22165;22382;16442;17855;31038;24139;25092;22862;17936;23740;17210;9147;17137;27076;31214;26483;35355;29117;27165;27877;12422;28458;31391;11507;45690;13720;11410;19101;29225;14027;30165;23943;31123;31547;28765;20897;31671;17976;31553;32438;30868;35213;43253;26745;34688;29042;39508;34322;21655;5057;24715;27031;14469;14764;16115;16035;37979
Turiaçú;39596;29454;26912;26038;26116;24001;25668;11763;27145;10256;25326;7566;11039;24798;9644;7596;27424;9332;26975;4841;10094;6574;27056;6783;8960;8643;27524;28652;5981;6183;12028;5050;6502;10104;3632;3278;10223;5819;14757;10055;16673;2357;11952;15087;5505;6077;4684;36591;7383;12719;2426;17518;5517;0;13089;9264;6001;24529;3682;4854;41852;12068;21876;5276;11764;11930;13994;3909;7938;9925;6213;4997;7840;11350;6404;13711;4200;6260;27080;36740;12798;9709;6684;13893;8199;16227;17265;35992;8858;12323;7296;12939;10168;21072;19681;22489;11820;12576;21074;15374;11457;15369;7295;10967;14441;10756;11769;20176;20392;14453;15866;29049;22150;23102;20872;15947;21750;15221;9700;15148;25087;29224;24494;39216;28193;25176;25888;12975;26468;29402;12060;49552;14273;11962;18177;27236;14580;28176;23019;29134;29558;26776;21449;29682;18529;29564;30449;33021;33224;47114;26121;32699;29595;38884;33698;19666;7458;22726;30892;18330;18626;20846;19896;37355
Bonsucesso;26202;16059;13517;12643;12721;10606;12273;11901;13750;13262;11932;15881;9636;11403;14836;16075;14030;8405;13580;11472;22252;14446;13661;17125;9279;7700;14130;15257;18288;18341;24187;17216;12254;22262;11947;15113;5730;10154;4219;22214;6135;13091;2369;22620;10228;16006;11318;48750;7144;5159;12391;25470;14132;13918;0;4849;7782;36687;14464;13469;54010;20954;29722;9039;20404;2807;3061;11030;6616;4935;9601;12010;16482;5594;10747;22474;12840;8429;39239;48898;4637;6728;15325;4017;9623;6873;6331;48150;8156;5136;9022;5716;8224;10138;8747;11555;8370;7454;10140;6020;11014;6015;17454;19540;17176;11421;14240;9242;9458;7593;7878;18115;11216;12168;9938;10286;10816;11188;14875;9853;14153;18290;13560;51374;36469;19202;14954;21478;15534;18468;17612;61710;18612;20466;27178;16302;18661;17242;31295;18200;18624;15842;23147;18748;22610;18630;19515;22087;22290;52132;34214;21765;25457;46977;41790;8732;19616;11792;43050;30488;30784;28692;32054;45448
Inhaúma;31507;21364;18822;17948;18026;15912;17578;12269;19055;14124;17237;11406;10556;16708;10013;11436;19335;9044;18885;6996;16542;10414;18966;12650;9085;7506;19435;20562;12572;12630;18476;11500;7779;16551;7472;10638;5536;5678;6668;16503;8583;8616;5318;19892;5752;13256;6843;43039;2112;2151;7916;22741;11404;9403;5000;0;3186;30976;10748;10740;48299;18515;28323;4443;17676;3840;5905;5620;5012;4822;9487;9281;13753;4381;10633;19623;10112;6203;33528;43188;5829;5500;12596;6953;9509;9910;9175;42440;6278;6329;8908;7957;7010;12982;11591;14400;7156;7911;12985;8956;8866;8951;17340;19426;17062;8965;14126;12086;12303;9448;10814;20959;14060;15013;12783;10942;13661;11453;14761;10142;16998;21135;16404;45663;36355;20170;17798;21365;18379;21312;17498;55999;18498;20352;27064;19146;18547;20086;31181;21044;21468;18686;24116;21592;22496;21474;22359;24932;25134;52018;34100;24609;28301;46863;41677;11576;13905;14636;37340;24777;25073;27293;26343;45334
Tomás Coelho;34103;23961;21418;20544;20623;18508;20175;10064;21652;9549;19833;9722;8351;19305;8330;9753;21931;7931;21482;5314;14858;8731;21562;10967;7972;7208;22031;23159;10888;10947;16793;9816;6096;14868;5789;8955;8404;3995;9264;14820;11180;6933;8186;17025;4069;10389;5160;41356;1701;4699;6232;19874;8537;5861;7596;3581;0;29294;7881;7873;46616;16832;24126;1487;14809;5838;8501;2665;2144;4189;6541;6414;10886;5613;6843;16756;7245;3336;31845;41504;7062;5981;9729;8156;7189;11012;11772;40756;5300;7562;6588;9189;6802;15579;14188;16996;8389;9144;15581;10159;8091;10154;10340;14012;14742;8988;11806;14683;14899;10680;12017;23556;16656;17609;15379;12174;16257;12686;12441;11375;19594;23731;19001;43980;34035;21403;20395;16021;20975;23909;15178;54316;16178;15008;24744;21742;16227;22683;28861;23640;24065;21282;23355;24188;20176;24071;24955;27528;27730;49698;31780;27205;30898;44543;39357;14172;12222;17233;35656;23094;23390;23097;24660;43014
Santíssimo;56580;46438;43896;43022;43100;40985;42652;27623;44129;26116;42310;22521;26898;41782;25502;23824;44408;28352;43959;23516;19154;22802;44040;20929;27800;29596;44508;45636;20124;20328;19282;19196;24644;17357;23029;20422;31176;25916;37314;14315;36363;22503;34008;13139;26431;19864;25611;18976;28309;33471;25703;8894;19507;22706;35060;30190;26928;0;23598;20865;18130;14586;7016;28184;21491;32446;36398;25995;28753;30797;28299;24181;19685;32221;25215;20446;23327;28346;5494;13501;33670;31795;22883;34764;30286;40391;39656;12753;30944;34170;29382;35025;32254;43463;42072;44881;34997;35752;43466;40039;33544;40034;24051;22143;30457;32842;27785;42567;42784;37288;41897;51440;44541;45494;43264;38782;44142;39294;25716;37983;47479;51616;46886;16754;38578;48011;48279;24602;48860;51793;25582;31937;30289;23397;28562;49627;28014;50567;33404;51525;51949;49167;37466;52073;32151;51956;52840;45043;46243;25527;36206;55090;43217;32800;36636;42057;17912;45117;7694;5498;8601;4455;5256;24779
Madureira;40384;30242;27699;26825;26903;24789;26456;12847;27932;11339;26114;8649;12122;25586;10728;8679;28212;10415;27762;5925;10784;7657;27843;7472;10043;11256;28312;29440;6670;6872;10677;5739;7586;8752;4715;3967;12836;7603;15545;8927;17460;3440;14989;13012;8117;4403;7297;35463;9996;13506;5546;15862;4182;3198;13877;11876;8614;23401;0;5541;40723;9750;20747;6107;9521;12718;14782;4740;8726;10713;7001;6267;6899;12138;7192;12754;5469;7047;25952;35612;13586;10497;7954;14680;8987;17015;18053;34864;9646;13111;8084;13727;10956;21860;20469;23277;12608;13363;21862;16162;12245;16157;8564;12237;17932;11543;14997;20963;21180;15241;16653;29837;22937;23890;21660;16735;22538;16009;10970;15936;25875;30012;25282;38088;29463;25964;26676;14245;27256;30190;13329;48423;15543;13232;19447;28023;19417;28964;24289;29921;30346;27563;22719;30469;23367;30352;31236;33809;34011;45985;29715;33486;34433;42478;37292;20453;8147;23514;29764;17201;17497;19718;18767;40949
Osvaldo Cruz;40238;30096;27553;26679;26757;24643;26309;15214;27786;13707;25968;10112;14489;25439;13093;11415;28066;12898;27616;8529;9608;10393;27697;8520;11715;12174;28166;29294;7714;7919;8919;6787;9973;6994;7319;6571;13755;9351;15399;7169;17314;6045;14843;10579;9036;3453;8216;33705;9336;13360;5958;13429;1486;5960;13731;11659;9533;21642;4612;0;38965;7992;17681;6519;7762;12572;14636;5152;8580;10567;6854;4052;3684;11991;5086;10311;3198;6901;24194;33853;13440;10350;5310;14534;8841;16868;17906;33106;9499;12964;7937;13580;10809;21713;20322;23131;12462;13217;21716;16016;12099;16010;6404;10076;13550;11397;10878;20817;21034;15094;16507;29690;22791;23744;21514;16589;22392;15863;8809;15789;25729;29866;25136;36329;27302;25817;26529;12084;27110;30043;11169;46665;13382;11072;17286;27877;13689;28817;22129;29775;30199;27417;20559;30323;17638;30205;31090;30530;33865;45200;27282;33340;28704;40045;34859;20307;6032;23367;28005;15443;15739;16652;17009;38516
Santa Cruz;74769;64627;62085;61210;61289;59174;60841;45812;62318;44305;60499;40710;45087;59971;43691;42013;62597;46540;62148;41705;37343;40991;62229;39118;45990;47785;62697;63825;38312;38517;37471;37385;42833;35546;41218;38611;49365;44105;55503;32504;54552;40692;52197;25707;44620;38053;43800;9099;46498;51660;43892;23565;37696;40894;53249;48379;45116;17258;41787;39054;0;27824;21687;46373;39680;50636;54588;44184;46942;48986;46488;42370;32841;50410;43404;33602;41516;46535;14578;5360;51859;49984;36039;52953;48475;58580;57846;6084;49133;52359;47571;53214;50443;61652;60262;63070;53186;53941;61655;58228;51732;58223;37207;40332;48646;51031;45974;60756;60973;55477;60086;69630;62730;63683;61453;56971;62331;57483;43905;56172;65668;69805;65075;13024;31754;56631;61172;42791;60280;64486;43771;8134;48478;41586;37607;59358;43834;57572;33251;59836;61917;59179;50078;54498;40198;55042;57426;51048;52247;12992;27278;54040;49222;25729;29565;60246;36101;63306;13829;23686;26790;19126;23445;19537
Magalhães Bastos;45350;35208;32665;31791;31869;29755;31422;16392;32898;14885;31080;11291;15668;30552;14272;12593;33178;17121;32728;12285;7924;11572;32809;9698;16570;18366;33278;34406;8893;9098;8051;7965;13414;6127;11798;9192;19946;14686;22509;2188;25133;11272;22778;2916;15200;8634;14380;27586;17079;22240;13068;5766;6484;11475;20841;18959;15697;15524;12367;7843;32846;0;10018;13629;6469;19682;21746;12262;15690;17677;13965;11162;6600;19102;12197;7361;10309;14011;13813;27735;20550;17461;9797;21645;15951;23979;28426;21189;16610;20075;15048;20691;17920;32233;30842;33650;19572;20327;32236;23126;19209;23121;10966;9329;16742;18507;14070;31337;31554;22205;23617;40210;33311;34263;32033;23699;32912;22973;12001;22900;36248;40386;35655;25073;25765;32928;37049;11788;37630;40563;12768;40546;16575;10584;15749;38397;15201;39337;20591;40295;40719;37937;23751;40843;19338;40725;41610;32230;33429;33846;23393;35223;30404;36156;30970;30827;5334;33887;21887;9325;9620;8989;10891;34627
Senador Camará;55208;45066;42524;41650;41728;39613;41280;26251;42757;24744;40938;21149;25526;40410;24130;22452;43036;26980;42587;22144;17782;21430;42668;19557;26428;28224;43136;44264;18752;18956;17910;17824;23272;15985;21657;19050;29804;24544;30914;11884;32829;21131;32636;7870;25059;18492;24239;22547;26937;28875;21473;5729;17349;21334;29246;28818;25556;7559;22226;18068;22110;9987;0;22034;16165;28087;30151;20667;24095;26082;22369;19567;15004;27506;20601;15765;18714;22416;7663;17481;28955;25865;18202;30049;24356;32384;33422;15039;25014;28480;23452;29096;26324;37228;35838;38646;27977;28732;37231;31531;27614;31526;19370;17884;25147;26912;22475;36332;36549;30610;32022;45206;38306;39259;37029;32104;37907;31378;20406;31304;41244;45381;40651;18923;34319;41332;42044;20343;42625;45558;21323;35507;24980;19138;24303;43392;23755;44332;29146;45290;45714;42932;32156;45838;27893;45721;46605;40784;41984;27697;31948;43777;38959;34969;39524;35822;15030;38882;12527;9068;9289;2839;8826;26948
Cavalcanti;35360;25217;22675;21801;21879;19764;21431;11320;22908;10805;21090;10979;9608;20561;9587;11009;23187;9188;22738;6570;14526;9987;22819;11215;9229;8464;23288;24415;10413;10615;13826;9482;7352;11902;7045;7710;9660;5252;10520;12076;12436;7340;9443;14974;5326;8339;6416;38612;2957;5955;4632;17824;6486;4635;8852;4838;1487;26550;5831;5823;43872;13308;22076;0;12759;7094;9758;1439;3401;5445;5497;4364;8836;6870;5688;14706;5195;4593;25871;38761;8318;7237;7679;9412;8446;12268;13028;38013;6557;8818;6580;10446;8058;16835;15444;18253;9645;10400;16838;11416;9347;11410;8290;11962;15998;10244;13062;15939;16156;11936;13273;24812;17913;18865;16635;13430;17514;13942;10695;12631;20850;24988;20257;37131;29188;22659;21651;13970;22232;25165;16435;51572;17435;12958;19172;22999;17483;23939;24014;24897;25321;22539;24611;25445;21432;25327;26212;28784;28987;50955;33036;28462;32154;45799;40613;15429;11890;18489;32913;20351;20646;21047;21917;44270
Campo dos Afonsos;46905;36762;34220;33346;33424;31310;32976;18595;34453;17088;32635;13493;17870;32106;16474;14796;34732;19324;34283;14488;11131;13774;34364;11458;18773;18841;34833;35960;11096;10168;10858;10168;15617;8933;14001;11394;20422;16018;22066;7744;23981;13475;21510;9199;15703;9182;14883;33590;16003;20027;12625;12048;6839;12627;20398;18326;16200;21528;10342;8198;38851;6698;16300;13186;0;19238;21303;11819;15246;17234;13521;10719;7209;18658;11753;12357;9865;13568;20096;33739;20107;17017;9925;21201;15508;23535;24573;27471;16166;19631;14604;20247;17476;28380;26989;29798;19128;19884;28383;22683;18766;22677;11020;14854;18166;18064;15494;27484;27701;21761;23174;36357;29458;30410;28181;23256;29059;22530;13425;22456;32396;36533;31802;31355;31690;32484;33196;17713;33777;36710;15785;46551;17998;16509;21673;34544;18305;35484;26516;36442;36866;34084;25174;36990;22254;36872;37757;35146;40532;40129;29318;40007;33320;42081;36895;26974;7555;30034;27891;15329;15625;15271;16895;40552
Higienópolis;28897;18754;16212;15338;15416;13302;14968;11460;16445;13316;14627;14012;9748;14098;12835;14043;16724;8235;16275;9603;19148;13021;16356;15257;8276;6697;16825;17952;15178;15237;21082;14106;10843;19158;10078;13245;4727;8285;4058;19109;5973;11223;4510;20859;8359;14245;9450;45645;4651;3027;10522;23708;12371;12157;2390;2539;5914;33583;12703;11708;50906;19193;27960;7170;18643;0;3295;9268;4855;2062;7840;10249;14720;2388;8985;20713;11079;6668;36134;45794;2882;3508;13564;3516;7862;6372;6565;45046;4285;3381;7261;5216;5018;10372;8981;11790;5164;5919;10375;5520;6874;5514;15693;17779;15414;6973;12479;9476;9693;7092;7377;18349;11450;12403;10173;8949;11051;9461;13114;8150;14388;18525;13794;48270;34708;18178;15188;19717;15769;18702;15851;58606;16851;18704;25416;16536;16900;17476;29534;18434;18858;16076;22123;18982;20849;18864;19749;22322;22524;50371;32452;21999;25691;45216;40029;8966;16512;12026;39946;27384;27680;26931;28950;43687
Manguinhos;28988;18845;16303;15429;15507;13392;15059;12649;16536;15436;14718;16068;11810;14189;17010;16098;16815;9424;16366;11658;21203;16620;16447;17312;9466;7887;16916;18043;17234;17292;23138;16161;12441;21213;12134;15300;5917;10340;4148;21165;6064;13278;4655;22807;10414;16193;11505;47700;7331;5346;12578;25656;14319;14105;2286;5036;7969;35638;14651;13655;52961;21141;29908;9226;20591;2994;0;11216;6802;5122;9788;12196;16668;5781;10933;22661;13027;8616;38190;47849;3362;6914;15512;2742;9810;5053;4318;47101;8342;3862;9209;4442;8410;8125;6734;9542;5631;6180;8127;4746;9740;4740;17641;19727;17362;11608;14427;7229;7445;6318;6603;16102;9202;10155;7925;9012;8803;9914;15062;8578;12140;16277;11547;50325;36655;17928;12941;21665;13521;16455;17799;60661;18799;20652;27364;14288;18848;15229;31482;16186;16611;13829;21873;16734;22797;16617;17502;20074;20276;52319;34400;19752;23444;47164;41977;6719;18567;9779;42001;29439;29735;28879;31005;45635
Engenheiro Leal;37518;27375;24833;23959;24037;21922;23589;11885;25066;12904;23248;10213;10172;22719;12292;10243;25345;10210;24896;5982;13164;9222;24977;9853;9027;9486;25446;26573;9051;9252;12463;8120;7285;10539;6279;6347;11066;6662;12678;10713;14594;5978;12123;13612;6348;6976;5528;37249;4126;7124;3270;16461;5124;3272;11010;6006;2655;25187;4468;4460;42510;11946;20713;1443;11396;9851;11916;0;5859;6613;4134;3001;7473;8038;4326;13343;3832;4181;24508;37398;9486;7630;6317;10581;6120;14148;15186;36650;6779;10244;5217;10860;8089;18993;17602;20411;9741;10497;18996;13296;9378;13290;6927;10600;15066;8677;12130;18097;18314;12374;13787;26970;20071;21023;18793;13868;19672;13142;9332;13069;23008;27146;22415;35768;27826;23097;23809;12608;24390;27323;11692;50210;16502;11595;17810;25157;16551;26097;22652;27055;27479;24697;23679;27603;20500;27485;28370;30942;31145;50022;32104;30620;31566;44867;39681;17587;10528;20647;31550;18988;19284;19684;20554;43338
